type_of_food,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,seasonality,preparation_method,geographical_location,pricing,wastage_food_amount
Meat,321,Corporate,218,Room Temperature,Occasional,Winter,Plated,Upper Egypt,Low,57
Bakery,401,Festival,272,Refrigerated,Regular,Winter,Buffet,Delta,High,54
Fruits,269,Wedding,193,Refrigerated,Occasional,All Seasons,Buffet,Delta,High,81
Bakery,195,Corporate,358,Refrigerated,Regular,Spring,Finger Food,Upper Egypt,Low,35
Dairy,247,Corporate,296,Room Temperature,Regular,Autumn,Buffet,Alexandria,Moderate,21
Dairy,490,Festival,424,Frozen,Regular,Spring,Buffet,Cairo,High,13
Meat,184,Birthday,90,Refrigerated,Occasional,Autumn,Finger Food,Upper Egypt,High,69
Dairy,266,Festival,134,Frozen,Regular,Summer,Buffet,Alexandria,Low,70
Vegetables,463,Birthday,599,Room Temperature,Occasional,Autumn,Plated,Upper Egypt,High,87
Meat,208,Festival,294,Refrigerated,Regular,All Seasons,Finger Food,Cairo,Moderate,83
Bakery,78,Wedding,229,Refrigerated,Regular,Winter,Plated,Cairo,Low,68
Fruits,317,Wedding,220,Room Temperature,Regular,Summer,Plated,Cairo,Low,47
Dairy,189,Corporate,319,Frozen,Regular,Spring,Finger Food,Delta,Moderate,12
Dairy,489,Birthday,426,Refrigerated,Occasional,All Seasons,Plated,Upper Egypt,High,19
Vegetables,429,Corporate,95,Refrigerated,Regular,All Seasons,Finger Food,Alexandria,Moderate,24
Vegetables,489,Corporate,479,Refrigerated,Occasional,Winter,Finger Food,Upper Egypt,Moderate,39
Meat,342,Wedding,172,Frozen,Regular,Winter,Buffet,Delta,Low,56
Meat,499,Festival,339,Room Temperature,Occasional,All Seasons,Plated,Mansoura,Low,52
Vegetables,199,Wedding,298,Room Temperature,Occasional,Autumn,Finger Food,Giza,High,74
Vegetables,127,Corporate,469,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,High,6
Fruits,50,Festival,364,Refrigerated,Regular,Autumn,Buffet,Mansoura,Moderate,12
Vegetables,414,Wedding,145,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,Moderate,63
Meat,347,Corporate,567,Refrigerated,Occasional,All Seasons,Plated,Delta,Low,60
Vegetables,171,Wedding,317,Room Temperature,Occasional,Summer,Finger Food,Mansoura,Moderate,34
Meat,153,Birthday,161,Refrigerated,Regular,Winter,Finger Food,Mansoura,Moderate,57
Meat,324,Wedding,262,Room Temperature,Occasional,Spring,Finger Food,Cairo,Low,25
Fruits,473,Corporate,270,Room Temperature,Regular,All Seasons,Plated,Giza,Moderate,55
Bakery,75,Wedding,316,Refrigerated,Regular,Spring,Finger Food,Delta,High,75
Vegetables,98,Festival,154,Refrigerated,Regular,All Seasons,Buffet,Giza,Low,30
Dairy,240,Corporate,315,Refrigerated,Regular,All Seasons,Buffet,Upper Egypt,Moderate,21
Meat,483,Wedding,175,Refrigerated,Occasional,All Seasons,Buffet,Delta,Moderate,97
Dairy,304,Corporate,441,Frozen,Occasional,Winter,Finger Food,Giza,Low,40
Fruits,278,Birthday,85,Frozen,Regular,Summer,Finger Food,Mansoura,High,66
Meat,94,Wedding,442,Refrigerated,Occasional,Winter,Plated,Delta,Low,85
Bakery,456,Corporate,441,Frozen,Occasional,Spring,Plated,Mansoura,Moderate,77
Bakery,214,Festival,326,Refrigerated,Regular,Summer,Plated,Giza,Low,40
Meat,464,Festival,592,Room Temperature,Regular,Winter,Buffet,Giza,High,35
Fruits,323,Corporate,274,Frozen,Occasional,Summer,Buffet,Giza,Low,80
Fruits,462,Wedding,78,Frozen,Occasional,Autumn,Plated,Giza,High,29
Dairy,327,Wedding,229,Room Temperature,Regular,All Seasons,Buffet,Giza,High,33
Meat,319,Festival,50,Room Temperature,Regular,Winter,Finger Food,Upper Egypt,Low,46
Meat,61,Birthday,195,Refrigerated,Occasional,All Seasons,Finger Food,Upper Egypt,High,55
Bakery,101,Wedding,359,Room Temperature,Regular,Winter,Plated,Mansoura,High,67
Fruits,139,Wedding,278,Frozen,Regular,Spring,Finger Food,Upper Egypt,High,42
Vegetables,140,Corporate,450,Frozen,Regular,Winter,Plated,Alexandria,High,33
Bakery,103,Festival,194,Room Temperature,Regular,Winter,Finger Food,Alexandria,Low,86
Meat,470,Wedding,507,Refrigerated,Occasional,Winter,Buffet,Upper Egypt,Low,49
Fruits,452,Corporate,51,Refrigerated,Occasional,Spring,Plated,Mansoura,Low,57
Dairy,243,Wedding,434,Refrigerated,Occasional,Autumn,Plated,Upper Egypt,Low,25
Dairy,87,Corporate,351,Refrigerated,Occasional,Summer,Buffet,Cairo,Moderate,26
Dairy,132,Corporate,145,Room Temperature,Occasional,All Seasons,Finger Food,Upper Egypt,Low,82
Dairy,130,Corporate,153,Room Temperature,Regular,Winter,Finger Food,Upper Egypt,High,97
Bakery,185,Wedding,354,Refrigerated,Regular,All Seasons,Finger Food,Delta,High,67
Vegetables,77,Wedding,53,Room Temperature,Regular,Summer,Plated,Upper Egypt,High,66
Vegetables,99,Corporate,261,Refrigerated,Occasional,All Seasons,Finger Food,Cairo,Moderate,55
Dairy,300,Wedding,143,Frozen,Occasional,Winter,Finger Food,Mansoura,Moderate,28
Dairy,72,Wedding,500,Room Temperature,Occasional,Winter,Finger Food,Delta,Low,24
Meat,93,Wedding,473,Frozen,Regular,Autumn,Buffet,Mansoura,High,58
Bakery,401,Festival,291,Room Temperature,Occasional,All Seasons,Finger Food,Upper Egypt,Low,69
Bakery,314,Birthday,173,Room Temperature,Regular,Winter,Buffet,Giza,Low,10
Dairy,90,Festival,256,Frozen,Regular,Autumn,Finger Food,Alexandria,High,13
Meat,248,Festival,383,Room Temperature,Occasional,All Seasons,Plated,Delta,High,71
Dairy,107,Festival,203,Refrigerated,Regular,All Seasons,Plated,Cairo,Moderate,73
Fruits,499,Festival,320,Room Temperature,Occasional,Autumn,Plated,Mansoura,Low,27
Fruits,256,Birthday,461,Refrigerated,Occasional,Summer,Plated,Giza,Low,100
Dairy,187,Wedding,70,Room Temperature,Occasional,Summer,Finger Food,Mansoura,High,92
Meat,494,Birthday,187,Room Temperature,Occasional,Summer,Finger Food,Upper Egypt,Moderate,82
Meat,146,Festival,266,Room Temperature,Occasional,Autumn,Finger Food,Cairo,High,25
Meat,209,Festival,188,Frozen,Regular,Winter,Buffet,Giza,Low,36
Meat,283,Corporate,419,Frozen,Regular,Summer,Finger Food,Mansoura,High,55
Meat,398,Corporate,297,Room Temperature,Occasional,Autumn,Finger Food,Giza,Moderate,80
Bakery,229,Wedding,217,Room Temperature,Regular,Summer,Buffet,Mansoura,Low,25
Bakery,449,Birthday,276,Frozen,Regular,Winter,Finger Food,Upper Egypt,Moderate,70
Meat,492,Corporate,535,Refrigerated,Regular,Autumn,Buffet,Giza,Moderate,82
Fruits,414,Wedding,483,Room Temperature,Occasional,Spring,Finger Food,Giza,Moderate,43
Bakery,472,Festival,154,Refrigerated,Occasional,Autumn,Plated,Delta,High,41
Fruits,400,Corporate,543,Refrigerated,Occasional,Summer,Plated,Alexandria,Moderate,38
Fruits,146,Birthday,579,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,Moderate,92
Vegetables,419,Corporate,559,Room Temperature,Occasional,Spring,Finger Food,Mansoura,High,9
Bakery,412,Birthday,401,Frozen,Regular,Autumn,Plated,Mansoura,High,50
Bakery,203,Birthday,235,Room Temperature,Regular,Spring,Buffet,Upper Egypt,Moderate,97
Bakery,440,Birthday,393,Frozen,Regular,Winter,Finger Food,Giza,High,44
Dairy,453,Wedding,430,Room Temperature,Occasional,Spring,Buffet,Mansoura,Low,86
Bakery,347,Corporate,533,Refrigerated,Regular,Spring,Plated,Alexandria,Moderate,11
Vegetables,120,Birthday,400,Room Temperature,Occasional,Winter,Finger Food,Upper Egypt,Low,15
Dairy,220,Birthday,370,Frozen,Regular,All Seasons,Finger Food,Alexandria,Low,26
Bakery,441,Birthday,551,Refrigerated,Regular,Autumn,Finger Food,Upper Egypt,Moderate,56
Dairy,294,Festival,54,Refrigerated,Regular,Summer,Buffet,Alexandria,High,29
Meat,396,Corporate,304,Refrigerated,Occasional,Summer,Buffet,Cairo,Moderate,69
Bakery,206,Birthday,116,Refrigerated,Occasional,Summer,Finger Food,Upper Egypt,High,81
Bakery,222,Festival,187,Room Temperature,Occasional,Summer,Buffet,Giza,Moderate,7
Vegetables,164,Birthday,266,Frozen,Regular,Autumn,Plated,Giza,Low,51
Meat,242,Wedding,597,Frozen,Regular,Autumn,Buffet,Upper Egypt,Low,88
Meat,74,Corporate,476,Room Temperature,Occasional,All Seasons,Plated,Alexandria,Moderate,94
Vegetables,155,Corporate,358,Room Temperature,Regular,Autumn,Finger Food,Delta,High,94
Vegetables,264,Corporate,573,Frozen,Regular,Summer,Buffet,Cairo,Moderate,30
Bakery,152,Wedding,585,Refrigerated,Occasional,Spring,Finger Food,Giza,Low,75
Dairy,156,Festival,388,Refrigerated,Regular,All Seasons,Plated,Cairo,Low,78
Dairy,126,Corporate,573,Refrigerated,Regular,Summer,Plated,Giza,Moderate,42
Fruits,287,Corporate,152,Refrigerated,Regular,Summer,Finger Food,Upper Egypt,Moderate,59
Meat,98,Corporate,59,Refrigerated,Regular,Summer,Finger Food,Mansoura,High,39
Meat,240,Wedding,237,Refrigerated,Occasional,Spring,Finger Food,Alexandria,Moderate,93
Dairy,459,Festival,220,Refrigerated,Regular,All Seasons,Buffet,Cairo,Moderate,80
Dairy,460,Festival,235,Frozen,Occasional,Summer,Plated,Cairo,High,98
Vegetables,297,Festival,165,Room Temperature,Occasional,All Seasons,Buffet,Alexandria,High,45
Meat,410,Birthday,396,Frozen,Regular,Spring,Plated,Upper Egypt,Low,66
Fruits,389,Festival,202,Frozen,Regular,All Seasons,Plated,Giza,High,65
Dairy,495,Birthday,126,Room Temperature,Occasional,Winter,Finger Food,Alexandria,Low,69
Vegetables,331,Festival,462,Refrigerated,Regular,Spring,Finger Food,Delta,Moderate,16
Dairy,278,Wedding,171,Room Temperature,Regular,All Seasons,Finger Food,Mansoura,Low,76
Bakery,50,Corporate,361,Frozen,Regular,Spring,Finger Food,Alexandria,Low,33
Dairy,219,Festival,422,Frozen,Occasional,All Seasons,Buffet,Upper Egypt,Low,5
Fruits,231,Wedding,584,Room Temperature,Regular,All Seasons,Buffet,Mansoura,Low,96
Dairy,104,Wedding,250,Refrigerated,Regular,Spring,Buffet,Mansoura,Low,96
Fruits,105,Festival,97,Frozen,Regular,Spring,Finger Food,Upper Egypt,High,69
Vegetables,305,Corporate,593,Frozen,Regular,Autumn,Finger Food,Delta,Moderate,70
Vegetables,404,Birthday,181,Refrigerated,Occasional,Autumn,Plated,Alexandria,High,54
Dairy,361,Birthday,330,Room Temperature,Occasional,Summer,Finger Food,Giza,Low,57
Bakery,408,Wedding,371,Frozen,Regular,Winter,Buffet,Delta,High,42
Fruits,394,Birthday,232,Frozen,Occasional,All Seasons,Finger Food,Delta,Moderate,79
Bakery,391,Festival,596,Room Temperature,Occasional,All Seasons,Plated,Cairo,Low,53
Vegetables,77,Corporate,254,Room Temperature,Regular,Summer,Plated,Alexandria,Low,12
Fruits,154,Corporate,417,Room Temperature,Regular,Autumn,Plated,Upper Egypt,High,33
Bakery,249,Birthday,573,Frozen,Occasional,All Seasons,Finger Food,Mansoura,Moderate,92
Fruits,332,Corporate,63,Frozen,Occasional,Winter,Plated,Mansoura,Low,86
Fruits,436,Birthday,248,Room Temperature,Occasional,Winter,Plated,Cairo,Low,27
Bakery,111,Festival,91,Room Temperature,Occasional,Autumn,Finger Food,Giza,Low,79
Fruits,52,Wedding,527,Frozen,Regular,All Seasons,Buffet,Alexandria,High,11
Bakery,481,Wedding,552,Frozen,Occasional,All Seasons,Plated,Alexandria,High,33
Vegetables,316,Corporate,567,Refrigerated,Occasional,Autumn,Plated,Mansoura,Low,49
Vegetables,159,Wedding,389,Room Temperature,Occasional,Winter,Plated,Delta,Moderate,76
Meat,108,Wedding,506,Refrigerated,Regular,All Seasons,Plated,Alexandria,Moderate,19
Dairy,181,Wedding,75,Frozen,Occasional,Autumn,Plated,Mansoura,Moderate,10
Fruits,383,Birthday,378,Frozen,Regular,All Seasons,Buffet,Delta,High,5
Meat,157,Birthday,484,Refrigerated,Regular,Autumn,Plated,Upper Egypt,Moderate,87
Meat,432,Birthday,74,Room Temperature,Occasional,All Seasons,Buffet,Cairo,Low,27
Fruits,335,Corporate,283,Room Temperature,Occasional,Spring,Finger Food,Upper Egypt,Moderate,60
Fruits,58,Festival,171,Frozen,Regular,Autumn,Buffet,Upper Egypt,High,10
Meat,233,Corporate,346,Frozen,Occasional,Autumn,Buffet,Alexandria,Moderate,53
Dairy,470,Corporate,535,Refrigerated,Regular,Winter,Plated,Mansoura,High,42
Vegetables,202,Wedding,61,Frozen,Regular,All Seasons,Buffet,Cairo,High,81
Dairy,325,Corporate,362,Refrigerated,Occasional,Winter,Finger Food,Upper Egypt,High,23
Vegetables,144,Birthday,308,Refrigerated,Regular,Winter,Plated,Delta,Low,75
Dairy,380,Corporate,347,Frozen,Regular,Summer,Buffet,Giza,High,79
Dairy,219,Wedding,181,Frozen,Regular,All Seasons,Finger Food,Delta,Low,29
Fruits,298,Festival,386,Frozen,Occasional,Autumn,Buffet,Delta,High,51
Fruits,269,Birthday,54,Room Temperature,Regular,Winter,Plated,Upper Egypt,High,60
Fruits,480,Wedding,187,Frozen,Occasional,Spring,Finger Food,Mansoura,Moderate,44
Dairy,332,Corporate,229,Frozen,Regular,Summer,Buffet,Delta,Low,38
Meat,422,Corporate,69,Frozen,Regular,Autumn,Plated,Mansoura,High,32
Meat,332,Wedding,533,Frozen,Regular,Summer,Finger Food,Giza,High,98
Fruits,118,Festival,563,Frozen,Regular,Spring,Finger Food,Delta,Low,89
Vegetables,484,Birthday,576,Refrigerated,Occasional,Winter,Buffet,Delta,High,89
Vegetables,426,Festival,417,Refrigerated,Regular,Spring,Buffet,Cairo,Moderate,52
Vegetables,71,Birthday,580,Room Temperature,Occasional,Spring,Finger Food,Cairo,Low,88
Fruits,102,Wedding,319,Frozen,Regular,Spring,Plated,Mansoura,Moderate,80
Meat,314,Wedding,435,Refrigerated,Occasional,Summer,Finger Food,Mansoura,Moderate,82
Meat,306,Birthday,500,Refrigerated,Regular,All Seasons,Plated,Upper Egypt,Moderate,32
Vegetables,145,Birthday,420,Frozen,Regular,Winter,Finger Food,Alexandria,High,19
Dairy,395,Festival,540,Refrigerated,Regular,Spring,Buffet,Giza,Low,21
Bakery,353,Birthday,187,Frozen,Regular,Autumn,Buffet,Cairo,Low,38
Vegetables,314,Festival,69,Frozen,Occasional,All Seasons,Buffet,Mansoura,High,65
Dairy,137,Birthday,470,Frozen,Regular,Autumn,Buffet,Delta,High,70
Fruits,135,Wedding,514,Frozen,Regular,Winter,Finger Food,Mansoura,Low,18
Meat,153,Festival,203,Frozen,Regular,Winter,Finger Food,Delta,High,9
Bakery,307,Corporate,145,Room Temperature,Regular,Autumn,Plated,Cairo,High,88
Dairy,317,Festival,429,Refrigerated,Occasional,Winter,Finger Food,Mansoura,Moderate,80
Bakery,100,Festival,187,Room Temperature,Occasional,Winter,Buffet,Alexandria,High,74
Dairy,181,Birthday,55,Frozen,Regular,Autumn,Plated,Cairo,High,5
Dairy,385,Birthday,373,Room Temperature,Occasional,All Seasons,Buffet,Mansoura,High,79
Fruits,183,Festival,424,Frozen,Occasional,Spring,Buffet,Mansoura,High,76
Dairy,141,Wedding,545,Room Temperature,Occasional,Autumn,Finger Food,Upper Egypt,Moderate,99
Vegetables,487,Corporate,285,Room Temperature,Regular,All Seasons,Buffet,Delta,Moderate,48
Bakery,364,Corporate,214,Room Temperature,Regular,All Seasons,Buffet,Mansoura,High,60
Meat,82,Wedding,277,Room Temperature,Regular,Autumn,Buffet,Upper Egypt,Moderate,56
Bakery,385,Wedding,108,Refrigerated,Occasional,Spring,Buffet,Giza,High,71
Fruits,149,Corporate,572,Frozen,Regular,Autumn,Buffet,Upper Egypt,Low,51
Vegetables,385,Corporate,211,Refrigerated,Occasional,Spring,Finger Food,Upper Egypt,Moderate,56
Bakery,152,Corporate,120,Refrigerated,Occasional,Autumn,Plated,Alexandria,Moderate,40
Vegetables,360,Birthday,515,Room Temperature,Regular,Summer,Buffet,Mansoura,High,18
Bakery,87,Wedding,398,Refrigerated,Occasional,Autumn,Plated,Alexandria,High,61
Dairy,338,Festival,299,Room Temperature,Occasional,Spring,Plated,Cairo,Moderate,19
Fruits,84,Festival,275,Frozen,Regular,Summer,Finger Food,Alexandria,High,73
Meat,408,Wedding,304,Room Temperature,Regular,Spring,Plated,Upper Egypt,Moderate,14
Bakery,141,Festival,371,Room Temperature,Regular,Autumn,Finger Food,Giza,High,92
Vegetables,305,Birthday,290,Frozen,Regular,Summer,Buffet,Giza,Low,36
Bakery,232,Birthday,159,Refrigerated,Regular,Spring,Plated,Cairo,High,10
Dairy,240,Wedding,554,Frozen,Occasional,Spring,Buffet,Delta,Moderate,55
Vegetables,434,Birthday,105,Frozen,Occasional,Spring,Plated,Cairo,High,49
Dairy,490,Birthday,518,Refrigerated,Occasional,Summer,Plated,Cairo,Low,91
Vegetables,244,Corporate,383,Room Temperature,Occasional,Winter,Plated,Alexandria,Low,39
Dairy,363,Wedding,424,Refrigerated,Occasional,Spring,Buffet,Mansoura,High,52
Fruits,487,Festival,336,Room Temperature,Regular,Autumn,Buffet,Delta,High,34
Meat,419,Wedding,291,Frozen,Occasional,Spring,Buffet,Giza,High,24
Dairy,462,Corporate,230,Room Temperature,Occasional,Winter,Plated,Delta,High,97
Fruits,452,Festival,357,Room Temperature,Regular,Spring,Buffet,Upper Egypt,Low,12
Vegetables,466,Wedding,537,Frozen,Regular,Spring,Plated,Alexandria,Moderate,51
Fruits,336,Wedding,402,Refrigerated,Occasional,All Seasons,Finger Food,Upper Egypt,High,30
Bakery,344,Birthday,341,Room Temperature,Occasional,Autumn,Finger Food,Upper Egypt,Moderate,15
Dairy,364,Wedding,524,Frozen,Regular,Winter,Plated,Alexandria,Moderate,85
Bakery,342,Festival,123,Refrigerated,Regular,Summer,Buffet,Alexandria,Moderate,88
Fruits,413,Wedding,454,Room Temperature,Occasional,Summer,Plated,Delta,High,62
Dairy,135,Birthday,73,Refrigerated,Regular,Summer,Plated,Upper Egypt,High,15
Vegetables,135,Festival,155,Refrigerated,Regular,Spring,Plated,Cairo,Low,55
Bakery,441,Corporate,156,Room Temperature,Regular,All Seasons,Plated,Mansoura,Moderate,34
Vegetables,427,Wedding,503,Frozen,Regular,Winter,Plated,Giza,Low,9
Fruits,490,Wedding,537,Room Temperature,Occasional,Autumn,Finger Food,Giza,High,74
Vegetables,352,Festival,495,Frozen,Occasional,Summer,Finger Food,Delta,Low,16
Dairy,207,Wedding,472,Room Temperature,Regular,Summer,Buffet,Cairo,High,22
Fruits,196,Festival,597,Refrigerated,Occasional,Spring,Finger Food,Cairo,Moderate,42
Bakery,168,Corporate,432,Refrigerated,Occasional,Autumn,Finger Food,Mansoura,Low,25
Dairy,474,Festival,275,Room Temperature,Regular,Spring,Plated,Giza,High,83
Fruits,195,Wedding,472,Refrigerated,Regular,Winter,Buffet,Alexandria,Low,86
Dairy,366,Festival,328,Frozen,Occasional,Winter,Finger Food,Cairo,Low,11
Bakery,61,Birthday,154,Room Temperature,Occasional,Winter,Plated,Mansoura,High,6
Vegetables,96,Birthday,65,Room Temperature,Regular,Summer,Finger Food,Alexandria,Moderate,52
Dairy,406,Corporate,388,Refrigerated,Regular,All Seasons,Finger Food,Mansoura,Low,74
Dairy,142,Birthday,306,Room Temperature,Regular,All Seasons,Plated,Giza,Moderate,61
Vegetables,427,Corporate,253,Room Temperature,Regular,Autumn,Plated,Giza,Moderate,54
Fruits,215,Birthday,93,Frozen,Regular,Summer,Finger Food,Upper Egypt,Moderate,30
Fruits,76,Birthday,165,Refrigerated,Occasional,Summer,Buffet,Giza,Moderate,79
Meat,252,Birthday,59,Refrigerated,Occasional,Autumn,Buffet,Alexandria,Low,36
Vegetables,305,Corporate,396,Frozen,Regular,All Seasons,Finger Food,Upper Egypt,Low,94
Bakery,455,Corporate,178,Room Temperature,Regular,Summer,Plated,Upper Egypt,Moderate,61
Vegetables,60,Festival,416,Frozen,Regular,Summer,Buffet,Mansoura,High,61
Bakery,200,Festival,244,Frozen,Regular,Autumn,Finger Food,Alexandria,High,64
Fruits,494,Birthday,120,Frozen,Regular,Spring,Finger Food,Alexandria,High,51
Dairy,50,Festival,239,Refrigerated,Occasional,Autumn,Buffet,Alexandria,High,13
Bakery,469,Festival,244,Frozen,Occasional,Autumn,Buffet,Delta,Moderate,46
Dairy,378,Wedding,163,Refrigerated,Regular,All Seasons,Buffet,Giza,Low,30
Meat,298,Birthday,151,Refrigerated,Occasional,Spring,Plated,Delta,High,80
Fruits,75,Wedding,276,Frozen,Regular,All Seasons,Buffet,Upper Egypt,Moderate,15
Dairy,460,Corporate,419,Frozen,Occasional,Summer,Plated,Cairo,High,39
Bakery,70,Corporate,361,Refrigerated,Regular,Autumn,Buffet,Cairo,High,34
Bakery,247,Birthday,247,Frozen,Regular,Autumn,Plated,Giza,High,100
Bakery,262,Corporate,416,Frozen,Occasional,Spring,Buffet,Giza,Low,75
Dairy,308,Wedding,211,Frozen,Occasional,Summer,Finger Food,Delta,Moderate,52
Dairy,441,Festival,381,Frozen,Regular,Autumn,Plated,Giza,Moderate,75
Fruits,234,Festival,508,Room Temperature,Regular,All Seasons,Finger Food,Delta,Low,71
Vegetables,204,Corporate,357,Refrigerated,Regular,Summer,Buffet,Upper Egypt,Moderate,75
Bakery,334,Birthday,146,Refrigerated,Occasional,Summer,Buffet,Giza,Moderate,51
Bakery,177,Birthday,312,Room Temperature,Regular,Autumn,Finger Food,Delta,Low,98
Meat,420,Wedding,544,Refrigerated,Occasional,Autumn,Buffet,Delta,High,43
Meat,424,Festival,130,Refrigerated,Occasional,Summer,Finger Food,Mansoura,Low,34
Bakery,55,Festival,105,Room Temperature,Regular,Summer,Plated,Delta,Low,46
Bakery,407,Birthday,206,Refrigerated,Occasional,Spring,Plated,Delta,High,16
Vegetables,271,Wedding,453,Refrigerated,Regular,Summer,Buffet,Mansoura,High,100
Meat,330,Festival,318,Refrigerated,Occasional,Autumn,Finger Food,Upper Egypt,Low,22
Dairy,336,Birthday,549,Room Temperature,Regular,Autumn,Plated,Upper Egypt,High,36
Vegetables,86,Wedding,490,Room Temperature,Regular,All Seasons,Plated,Mansoura,Moderate,51
Fruits,147,Wedding,402,Frozen,Regular,Summer,Buffet,Alexandria,High,61
Bakery,124,Festival,95,Refrigerated,Regular,Summer,Buffet,Upper Egypt,Low,19
Meat,174,Birthday,344,Refrigerated,Occasional,All Seasons,Finger Food,Mansoura,Moderate,7
Fruits,157,Birthday,258,Frozen,Occasional,Autumn,Finger Food,Delta,High,23
Meat,242,Corporate,311,Refrigerated,Regular,Summer,Buffet,Upper Egypt,High,39
Meat,288,Corporate,118,Room Temperature,Occasional,Summer,Buffet,Cairo,Moderate,88
